studentID,subjectID,score,grade,letterGrade,ProfessorID
20240072,1558,68,2.0,C,prof3
20230023,1991,89,3.5,B+,prof4
20180007,1235,64,2.0,C,prof1
20240021,1816,87,3.5,B+,prof3
20230022,1889,72,2.0,C,prof1
20240133,1991,84,4.0,A,prof4
20230058,1620,83,3.5,B+,prof3
20220041,1925,91,4.0,A,prof1
20200109,1745,76,3.5,B+,prof2
20170134,1456,65,3.0,B,prof3
20240133,1527,83,4.5,A+,prof3
20230094,1142,71,3.0,B,prof3
20220145,1815,71,2.5,C+,prof2
20220015,1470,84,4.0,A,prof3
20230068,1046,60,1.5,D+,prof1
20210024,1559,68,3.0,B,prof2
20190091,1312,86,4.5,A+,prof2
20240112,1957,84,3.5,B+,prof3
20210150,1204,83,4.0,A,prof4
20180105,1239,72,3.0,B,prof1
20190124,1328,86,4.0,A,prof3
20200127,1058,86,4.5,A+,prof4
20230032,1553,64,3.0,B,prof2
20180007,1671,75,3.5,B+,prof1
20190099,1062,69,3.0,B,prof4
20230030,1169,91,3.5,B+,prof1
20200048,1546,62,3.0,B,prof3
20210081,1712,67,1.5,D+,prof4
20200064,1190,71,3.0,B,prof4
20190014,1499,79,4.0,A,prof1
20240133,1959,64,1.5,D+,prof3
20240034,1175,76,3.5,B+,prof1
20220073,1438,69,3.0,B,prof2
20220015,1304,64,2.0,C,prof3
20240130,1317,83,3.5,B+,prof4
20200080,1320,71,1.5,D+,prof4
20230016,1268,62,3.0,B,prof5
20230068,1987,72,2.5,C+,prof4
20230003,1618,89,4.5,A+,prof3
20190039,1199,65,1.0,D,prof3
20220102,1332,72,3.0,B,prof3
20210045,1346,87,3.5,B+,prof5
20230013,1895,81,4.5,A+,prof1
20230106,1922,69,3.0,B,prof2
20230108,1747,88,4.0,A,prof2
20230008,1853,64,1.0,D,prof1
20200127,1192,85,4.5,A+,prof4
20200128,1773,63,3.0,B,prof4
20230042,1334,69,0.0,F,prof3
20240059,2022,72,3.0,B,prof3
20230139,1203,69,3.0,B,prof3
20210085,1509,88,4.0,A,prof1
20230013,1171,65,2.5,C+,prof1
20240083,1095,58,3.0,B,prof1
20170063,1140,82,4.5,A+,prof3
20220089,1891,81,4.5,A+,prof1
20240133,1752,65,3.0,B,prof3
20200096,1543,56,1.0,D,prof2
20180105,1157,86,4.5,A+,prof1
20220069,1167,95,4.5,A+,prof1
20230079,1039,86,3.5,B+,prof3
20240040,1925,86,4.5,A+,prof1
20230108,1061,72,3.0,B,prof4
20230029,1507,86,3.5,B+,prof1
20190146,1031,92,3.5,B+,prof1
20230121,1784,85,4.0,A,prof5
20240126,1125,62,3.0,B,prof2
20220145,1383,92,4.0,A,prof1
20240034,1239,66,2.0,C,prof1
20240053,2023,69,2.5,C+,prof2
20210087,1046,83,4.0,A,prof1
20240059,1687,74,3.0,B,prof2
20220120,1752,90,4.5,A+,prof3
20230094,1201,75,3.5,B+,prof3
20210009,1307,94,3.5,B+,prof3
20170063,1051,74,3.0,B,prof4
20210009,1621,65,3.0,B,prof2
20220070,1501,60,3.0,B,prof1
20180110,1424,89,4.5,A+,prof2
20230121,1621,79,3.0,B,prof2
20240092,1560,82,3.5,B+,prof3
20190098,1853,82,4.0,A,prof1
20170131,1667,75,3.0,B,prof3
20180110,1812,91,4.0,A,prof3
20230023,1511,63,2.0,C,prof1
20240112,1416,86,4.5,A+,prof2
20230042,1334,74,3.0,B,prof3
20230138,1446,65,1.5,D+,prof2
20200109,1859,95,4.5,A+,prof1
20240112,1991,90,4.0,A,prof4
20240133,1315,67,3.0,B,prof2
20230123,1319,69,3.0,B,prof3
20180086,1103,62,2.0,C,prof2
20240117,1447,80,3.5,B+,prof1
20220070,1125,73,2.5,C+,prof2
20200080,1078,91,4.0,A,prof2
20230088,1062,76,4.5,A+,prof4
20220073,1985,57,1.5,D+,prof4
20220041,1141,54,1.5,D+,prof3
20200109,1811,89,4.0,A,prof2
20220113,1313,66,3.0,B,prof3
20210076,1984,91,3.5,B+,prof5
20240077,1315,88,3.5,B+,prof2
20240010,1395,74,2.5,C+,prof1
20240034,1781,80,3.5,B+,prof4
20240084,1174,91,4.5,A+,prof2
20220015,1891,78,4.5,A+,prof1
20190098,1577,90,4.5,A+,prof1
20230004,1093,80,4.5,A+,prof1
20180149,1875,84,3.5,B+,prof1
20170071,1702,70,3.0,B,prof4
20220062,1917,70,3.0,B,prof1
20200096,1987,84,4.0,A,prof4
20220113,1439,55,1.0,D,prof1
20220050,1121,57,1.5,D+,prof2
20220119,1444,70,3.0,B,prof2
20240117,1319,91,4.5,A+,prof3
20210111,1551,78,4.0,A,prof2
20200048,1159,69,3.0,B,prof1
20240101,1174,82,3.5,B+,prof2
20220147,1239,86,4.0,A,prof1
20230106,1089,64,2.0,C,prof1
20220062,1742,87,4.5,A+,prof3
20220050,1617,70,2.5,C+,prof2
20180066,1652,68,3.0,B,prof3
20240126,1991,75,3.0,B,prof4
20230094,1557,88,4.0,A,prof2
20170131,1456,86,4.5,A+,prof3
20210135,1985,76,3.0,B,prof4
20230068,1553,78,4.0,A,prof2
20200035,1335,83,4.0,A,prof3
20200095,1543,67,2.5,C+,prof2
20200064,1950,74,4.0,A,prof4
20210085,1990,72,3.0,B,prof5
20230013,1621,78,2.5,C+,prof2
20240031,1318,93,4.0,A,prof2
20190098,1656,74,2.0,C,prof1
20200140,1431,87,4.5,A+,prof1
20240053,1395,60,0.0,F,prof1
20200064,1142,86,3.5,B+,prof3
20210150,1894,63,0.0,F,prof2
20190091,1630,57,1.0,D,prof3
20210045,1890,81,4.0,A,prof2
20230023,1170,98,4.0,A,prof2
20220119,1331,70,3.0,B,prof3
20190099,1991,82,3.5,B+,prof4
20240122,1174,86,4.5,A+,prof2
20240083,1400,78,4.5,A+,prof3
20240020,1640,84,3.5,B+,prof3
20180114,1400,82,4.0,A,prof3
20230121,1442,79,4.0,A,prof2
20190146,1838,73,3.0,B,prof1
20240082,1813,91,3.5,B+,prof2
20190078,1770,66,2.5,C+,prof5
20230132,1688,70,2.5,C+,prof3
20220047,1887,83,4.0,A,prof1
20230006,1555,64,3.0,B,prof2
20210024,1176,67,3.0,B,prof2
20210076,1307,81,4.0,A,prof3
20190093,1583,94,4.0,A,prof1
20220120,1095,54,1.0,D,prof1
20230088,1891,79,3.0,B,prof1
20240126,1398,77,4.0,A,prof1
20210009,1268,76,3.0,B,prof5
20220141,1480,86,4.0,A,prof3
20240126,1336,88,4.0,A,prof3
20240021,1527,87,4.5,A+,prof3
20180086,1979,86,4.5,A+,prof4
20210017,1924,70,2.5,C+,prof2
20210024,1712,84,3.5,B+,prof4
20180066,1138,68,2.5,C+,prof3
20240125,1639,95,3.5,B+,prof3
20180066,1543,75,4.5,A+,prof2
20240019,1863,80,4.5,A+,prof2
20240034,1395,72,2.5,C+,prof1
20210024,1268,68,3.0,B,prof5
20220141,1635,60,0.0,F,prof3
20190098,1264,84,3.5,B+,prof5
20240061,1335,80,2.5,C+,prof3
20220073,1233,72,2.5,C+,prof1
20200036,1805,83,4.0,A,prof2
20210085,1311,75,4.5,A+,prof4
20180007,1012,88,3.5,B+,prof3
20210100,1813,72,2.0,C,prof2
20200033,1031,88,4.0,A,prof1
20230106,1986,85,4.5,A+,prof5
20210024,1780,89,4.5,A+,prof5
20180001,1737,84,4.0,A,prof2
20230004,1620,60,1.5,D+,prof3
20180001,1956,69,2.5,C+,prof4
20220119,1989,93,4.0,A,prof4
20200096,1678,74,3.0,B,prof2
20240072,1238,73,3.0,B,prof2
20230094,1719,72,3.0,B,prof3
20240122,1316,68,3.0,B,prof3
20200033,1409,76,4.5,A+,prof2
20220141,1815,67,3.0,B,prof2
20190025,2009,60,1.5,D+,prof2
20240090,1590,65,3.0,B,prof2
20240117,1173,76,4.5,A+,prof1
20200116,1089,68,2.5,C+,prof1
20180086,1725,70,2.5,C+,prof2
20240083,1317,91,4.5,A+,prof4
20240002,1684,61,1.0,D,prof2
20240137,1125,70,3.0,B,prof2
20180012,1169,63,3.0,B,prof1
20230129,1619,81,3.0,B,prof2
20210100,1551,62,2.5,C+,prof2
20230129,1203,87,4.5,A+,prof3
20170071,1617,67,2.5,C+,prof2
20180001,1082,56,1.5,D+,prof2
20230016,1960,80,3.5,B+,prof4
20240084,1320,75,3.5,B+,prof4
20220119,2017,65,3.0,B,prof2
20240028,1143,56,1.0,D,prof3
20210045,1389,76,3.5,B+,prof1
20230030,1813,73,3.0,B,prof2
20190025,1190,74,3.0,B,prof4
20240061,1990,60,3.0,B,prof5
20210081,1979,84,3.5,B+,prof4
20210009,1045,75,4.0,A,prof3
20230003,1352,91,4.0,A,prof5
20230074,1617,76,4.0,A,prof2
20240061,1589,76,4.0,A,prof1
20230121,1812,87,4.0,A,prof3
20240034,1509,90,4.0,A,prof1
20240092,1815,82,4.5,A+,prof2
20210097,1033,63,3.0,B,prof3
20240040,1317,77,3.0,B,prof4
20210017,1264,64,1.5,D+,prof5
20240019,1208,62,1.0,D,prof4
20190099,1859,74,3.0,B,prof1
20200026,1954,70,3.0,B,prof4
20180149,1306,88,3.5,B+,prof2
20230079,1089,54,0.0,F,prof1
20230032,1414,65,1.5,D+,prof2
20230094,1682,71,3.0,B,prof3
20200116,1743,81,3.5,B+,prof2
20230138,1511,85,4.0,A,prof1
20200080,1797,56,1.5,D+,prof2
20240037,1816,78,4.0,A,prof3
20230144,1121,84,4.0,A,prof2
20230138,1682,63,3.0,B,prof3
20210009,1090,64,3.0,B,prof2
20190078,1089,69,3.0,B,prof1
20200095,1475,69,3.0,B,prof2
20240133,1396,82,4.0,A,prof2
20230042,1268,70,3.0,B,prof5
20230004,1813,57,1.0,D,prof2
20200036,1374,78,3.5,B+,prof1
20190025,1601,86,3.5,B+,prof2
20210087,1058,70,3.0,B,prof4
20200095,1861,74,2.5,C+,prof3
20240143,1864,74,3.0,B,prof3
20230115,1986,80,3.5,B+,prof5
20210011,1990,90,4.0,A,prof5
20200127,1782,79,2.5,C+,prof5
20230058,1351,88,4.0,A,prof5
20200064,1408,78,3.5,B+,prof2
20220119,1957,73,2.5,C+,prof3
20210076,1923,76,3.5,B+,prof1
20240027,1992,85,3.5,B+,prof5
20210024,1443,92,4.5,A+,prof1
20230094,1041,86,3.5,B+,prof2
20230108,1478,89,4.5,A+,prof3
20200036,1028,83,4.5,A+,prof1
20210081,1744,86,4.0,A,prof3
20190091,1038,91,3.5,B+,prof2
20220062,1949,87,3.5,B+,prof3
20170075,1289,71,3.0,B,prof3
20220047,1443,82,3.5,B+,prof1
20230052,2019,56,0.0,F,prof2
20200109,1445,91,3.5,B+,prof1
20240143,1352,70,3.0,B,prof5
20240061,1480,86,4.0,A,prof3
20180001,1323,85,4.5,A+,prof3
20210087,1383,85,4.0,A,prof1
20240143,1928,89,3.5,B+,prof2
20200048,1714,69,2.5,C+,prof4
20240067,1860,78,2.5,C+,prof2
20210104,1886,79,4.0,A,prof2
20230029,1392,87,3.5,B+,prof1
20230115,1922,83,4.5,A+,prof2
20200127,1799,97,4.5,A+,prof2
20230058,1987,79,4.0,A,prof4
20220069,1984,69,3.0,B,prof5
20180105,1774,79,4.0,A,prof5
20170134,1018,68,3.0,B,prof3
20230042,1391,89,4.5,A+,prof3
20230058,1233,83,4.0,A,prof1
20180105,1798,90,4.0,A,prof3
20190044,1440,90,4.0,A,prof2
20170071,1938,77,4.0,A,prof4
20200036,1980,86,4.5,A+,prof5
20180007,1704,80,4.5,A+,prof4
20170134,1186,75,3.0,B,prof4
20170134,1406,79,4.5,A+,prof2
20220069,1444,58,2.0,C,prof2
20180001,2005,97,4.0,A,prof2
20210038,1845,57,3.0,B,prof2
20230013,1778,72,2.0,C,prof5
20200035,1551,88,4.5,A+,prof2
20230013,1333,78,3.0,B,prof3
20200116,1558,63,1.0,D,prof3
20230042,1173,80,4.0,A,prof1
20170046,1946,78,4.5,A+,prof4
20240143,1751,81,3.5,B+,prof2
20220145,1093,62,2.5,C+,prof1
20230042,1989,82,3.5,B+,prof4
20190060,1391,69,3.0,B,prof3
20190014,1878,91,4.0,A,prof2
20200116,1479,83,4.5,A+,prof2
20240084,1864,64,2.0,C,prof3
20190039,1959,67,3.0,B,prof3
20210011,1714,85,4.5,A+,prof4
20230121,1864,91,4.0,A,prof3
20170131,1017,72,2.5,C+,prof2
20230003,1809,81,4.0,A,prof2
20210076,1669,84,4.5,A+,prof2
20210097,1864,87,3.5,B+,prof3
20190014,1581,66,2.0,C,prof1
20170071,1275,74,3.0,B,prof4
20240082,2022,77,4.5,A+,prof3
20230108,1960,81,4.5,A+,prof4
20230016,1446,87,4.5,A+,prof2
20200026,1205,62,3.0,B,prof3
20240072,1143,86,4.5,A+,prof3
20220147,1447,65,3.0,B,prof1
20230115,1063,83,4.0,A,prof4
20230042,1750,86,4.0,A,prof3
20210111,1171,85,4.5,A+,prof1
20240065,1683,80,3.5,B+,prof1
20180001,1479,74,2.0,C,prof2
20240103,1143,72,3.0,B,prof3
20240125,1957,82,3.5,B+,prof3
20240072,1927,78,4.5,A+,prof1
20200140,1036,69,3.0,B,prof3
20230068,1748,79,3.5,B+,prof3
20220119,1469,85,4.0,A,prof2
20230006,1719,61,3.0,B,prof3
20170131,1357,74,3.0,B,prof2
20220089,1505,64,2.5,C+,prof1
20170046,1058,84,4.5,A+,prof4
20240040,1558,77,3.5,B+,prof3
20230148,1202,83,4.5,A+,prof4
20220142,1048,84,3.5,B+,prof3
20220141,1333,78,3.5,B+,prof3
20200064,1471,78,4.0,A,prof2
20180114,1266,79,4.0,A,prof5
20230022,1201,64,3.0,B,prof3
20210018,1348,80,4.5,A+,prof5
20200026,1437,86,4.0,A,prof1
20220113,1262,81,3.5,B+,prof5
20200064,1634,78,3.5,B+,prof3
20220062,1991,66,3.0,B,prof4
20220050,1927,74,4.5,A+,prof1
20200096,1397,66,3.0,B,prof3
20240019,1557,68,3.0,B,prof2
20170131,1339,62,2.0,C,prof5
20230132,1863,73,2.5,C+,prof2
20190146,1802,59,1.0,D,prof3
20200116,1266,69,2.0,C,prof5
20170071,1834,66,1.5,D+,prof3
20240125,1237,90,4.0,A,prof1
20180114,1998,81,3.5,B+,prof3
20170075,1219,94,3.5,B+,prof1
20230056,1398,62,2.5,C+,prof1
20240092,1446,83,3.5,B+,prof2
20230056,1862,70,3.0,B,prof1
20230042,1144,81,3.5,B+,prof3
20240010,1128,75,2.0,C,prof3
20190078,1547,70,3.0,B,prof2
20210018,1334,60,2.5,C+,prof3
20190091,1330,83,4.0,A,prof3
20240020,1590,67,2.5,C+,prof2
20220119,1176,83,3.5,B+,prof2
20180149,1681,75,4.0,A,prof2
20170131,1278,71,3.0,B,prof4
20190124,1414,85,4.5,A+,prof2
20220147,1166,76,3.0,B,prof2
20240021,1589,89,4.5,A+,prof1
20220047,1469,83,3.5,B+,prof2
20220073,1709,98,4.0,A,prof3
20230108,1528,85,4.0,A,prof3
20220102,1094,67,2.5,C+,prof2
20210017,1036,72,3.5,B+,prof3
20180105,1709,79,4.5,A+,prof3
20210018,1842,50,0.0,F,prof2
20240137,1784,92,3.5,B+,prof5
20230004,1528,62,1.5,D+,prof3
20230132,1585,86,4.0,A,prof1
20180149,1245,83,4.5,A+,prof4
20210009,1707,67,3.0,B,prof3
20240067,1687,79,4.0,A,prof2
20200096,1923,81,3.5,B+,prof1
20240027,1127,84,4.5,A+,prof2
20200109,1231,68,2.5,C+,prof1
20170134,1058,79,3.5,B+,prof4
20210009,1583,75,3.0,B,prof1
20240021,1400,92,3.5,B+,prof3
20230057,1473,90,4.0,A,prof2
20210100,1448,85,4.5,A+,prof2
20180086,1261,75,4.0,A,prof4
20230121,1175,69,2.5,C+,prof1
20200035,1717,88,3.5,B+,prof3
20220113,2022,62,1.5,D+,prof3
20200095,1201,80,4.5,A+,prof3
20230057,1206,84,4.5,A+,prof4
20210009,1922,74,4.5,A+,prof2
20220073,1198,83,3.5,B+,prof4
20220070,1684,57,2.5,C+,prof2
20230004,1640,83,4.0,A,prof3
20200036,1225,69,2.5,C+,prof1
20240053,1557,87,4.0,A,prof2
20180114,1086,64,2.0,C,prof2
20240082,1927,82,4.5,A+,prof1
20190078,1320,88,4.5,A+,prof4
20240021,1558,82,3.5,B+,prof3
20220050,1231,78,4.5,A+,prof1
20230074,1862,79,4.5,A+,prof1
20230008,1479,73,4.5,A+,prof2
20230023,2019,83,3.5,B+,prof2
20220047,1777,81,4.5,A+,prof4
20210011,1555,70,3.0,B,prof2
20210009,1414,75,3.0,B,prof2
20170063,1635,64,3.0,B,prof3
20240061,1048,64,3.0,B,prof3
20240067,1126,96,4.0,A,prof3
20230138,1320,90,4.5,A+,prof4
20230123,1271,69,3.0,B,prof4
20240053,1989,79,4.0,A,prof4
20200036,1941,91,4.5,A+,prof3
20190091,1501,68,3.0,B,prof1
20240037,1859,96,3.5,B+,prof1
20230016,1892,80,4.0,A,prof2
20190098,1547,79,3.5,B+,prof2
20230144,1391,81,4.5,A+,prof3
20200127,1551,66,3.0,B,prof2
20190146,1489,72,2.5,C+,prof1
20210054,1395,82,4.0,A,prof1
20230108,1506,91,4.0,A,prof2
20190093,1686,55,1.0,D,prof1
20220047,1313,88,4.5,A+,prof3
20230030,1478,84,4.0,A,prof3
20190124,1815,70,3.0,B,prof2
20190060,1575,69,3.0,B,prof1
20240072,1176,80,3.5,B+,prof2
20180105,1890,73,2.5,C+,prof2
20230108,1271,67,3.0,B,prof4
20230016,1855,87,3.5,B+,prof3
20230057,1528,87,4.5,A+,prof3
20200080,1467,74,2.5,C+,prof2
20210111,1300,91,4.0,A,prof2
20220041,1813,78,3.5,B+,prof2
20230004,1777,55,1.0,D,prof4
20210024,1057,68,3.0,B,prof4
20240072,1205,79,2.0,C,prof3
20220047,1949,69,2.0,C,prof3
20240122,1335,90,4.5,A+,prof3
20170046,1656,61,1.0,D,prof1
20230148,1714,68,2.0,C,prof4
20230058,1205,68,1.0,D,prof3
20210045,1802,86,4.0,A,prof3
20230029,1480,55,1.0,D,prof3
20190093,1615,68,3.0,B,prof2
20240122,1782,87,4.5,A+,prof5
20180105,1329,65,2.5,C+,prof3
20220120,1984,77,3.0,B,prof5
20170131,1796,57,3.0,B,prof3
20180110,1374,88,3.5,B+,prof1
20200095,1576,81,4.5,A+,prof2
20180001,1280,94,4.0,A,prof3
20180110,1507,86,3.5,B+,prof1
20230068,1890,72,3.0,B,prof2
20240002,1622,72,3.0,B,prof3
20230108,1861,79,4.0,A,prof3
20230052,2020,63,0.0,F,prof3
20230004,1319,56,1.0,D,prof3
20200127,1676,85,3.5,B+,prof3
20230023,1589,84,4.0,A,prof1
20190039,1343,88,4.5,A+,prof5
20230079,1638,89,3.5,B+,prof3
20240084,1400,86,4.5,A+,prof3
20180149,1569,87,4.5,A+,prof1
20240010,1063,91,3.5,B+,prof4
20190099,1408,67,3.0,B,prof2
20230106,1236,52,1.0,D,prof2
20240084,1557,84,4.5,A+,prof2
20240143,1126,73,3.5,B+,prof3
20230132,2018,71,3.0,B,prof3
20210087,1195,87,4.5,A+,prof3
20190091,1369,73,3.5,B+,prof2
20230030,1591,57,1.5,D+,prof1
20230139,1476,84,4.5,A+,prof3
20210150,1580,88,4.5,A+,prof2
20220147,1953,88,4.0,A,prof3
20200035,1952,77,4.0,A,prof4
20240061,1528,83,4.5,A+,prof3
20180105,1519,85,4.5,A+,prof3
20170046,1310,88,4.0,A,prof3
20230115,1092,50,0.0,F,prof2
20230056,1061,86,4.5,A+,prof4
20230108,1391,75,3.0,B,prof3
20210038,1230,78,3.5,B+,prof2
20190091,1267,77,4.5,A+,prof4
20220147,1775,83,3.5,B+,prof4
20240122,1860,85,4.5,A+,prof2
20220047,1390,82,3.0,B,prof2
20240092,1749,77,3.0,B,prof2
20190146,1234,70,2.5,C+,prof2
20240136,1782,62,3.0,B,prof5
20220118,1509,72,2.5,C+,prof1
20240065,1206,60,3.0,B,prof4
20180149,1408,64,0.0,F,prof2
20180149,1199,79,4.0,A,prof3
20210076,1548,67,3.0,B,prof3
20180105,1289,69,3.0,B,prof3
20210017,1744,65,2.5,C+,prof3
20200127,1836,75,2.0,C,prof2
20240112,1045,66,3.0,B,prof3
20230129,1926,83,4.0,A,prof2
20230132,1396,89,4.5,A+,prof2
20200036,1843,83,4.0,A,prof3
20180007,1447,85,4.0,A,prof1
20210038,1081,57,0.0,F,prof1
20240040,1240,83,4.0,A,prof2
20210045,1197,77,3.5,B+,prof3
20240028,1128,76,3.5,B+,prof3
20210018,1225,67,2.0,C,prof1
20190078,1411,87,4.5,A+,prof2
20200033,1128,84,4.0,A,prof3
20220015,1855,59,1.0,D,prof3
20210009,1524,67,3.0,B,prof3
20220070,1928,80,4.5,A+,prof2
20220119,1675,71,2.5,C+,prof2
20230088,1590,87,3.5,B+,prof2
20230055,1047,61,1.0,D,prof2
20210085,1775,84,4.0,A,prof4
20230068,1686,66,2.5,C+,prof1
20210018,2017,72,2.0,C,prof2
20220047,1814,72,3.0,B,prof3
20210097,1202,72,3.0,B,prof4
20170134,1918,55,2.0,C,prof2
20240067,1928,73,3.0,B,prof2
20230057,1714,72,2.0,C,prof4
20230004,1447,67,3.0,B,prof1
20230115,1953,56,1.5,D+,prof3
20240072,1783,65,2.5,C+,prof4
20170063,1088,77,3.0,B,prof2
20200127,1973,77,3.0,B,prof4
20230043,1812,74,3.0,B,prof3
20190060,1412,65,2.0,C,prof2
20240028,1174,87,4.0,A,prof2
20220073,1174,71,1.5,D+,prof2
20230003,1854,90,4.5,A+,prof2
20180105,1124,87,4.5,A+,prof3
20170075,1939,84,4.5,A+,prof3
20190014,1603,66,3.0,B,prof2
20230004,1040,71,3.0,B,prof1
20240122,1063,82,4.5,A+,prof4
20220073,1042,82,4.5,A+,prof3
20210024,1084,83,4.0,A,prof2
20170046,1028,81,4.0,A,prof1
20240077,1781,80,3.0,B,prof4
20230074,1350,87,3.5,B+,prof5
20220147,1272,69,3.0,B,prof5
20240092,1270,87,4.0,A,prof5
20210038,1707,65,1.5,D+,prof3
20210104,1047,61,3.0,B,prof2
20170046,1891,95,4.0,A,prof1
20220005,1618,74,3.5,B+,prof3
20240137,1527,87,4.0,A,prof3
20230121,1235,92,4.0,A,prof1
20200128,1396,73,3.0,B,prof2
20200127,1021,82,4.0,A,prof3
20190093,1399,92,3.5,B+,prof2
20230032,1511,66,3.0,B,prof1
20200035,1507,85,3.5,B+,prof1
20200116,1385,67,2.0,C,prof3
20230144,1096,84,4.0,A,prof2
20220047,1171,64,2.5,C+,prof1
20180001,1266,72,2.0,C,prof5
20220147,1745,76,4.0,A,prof2
20210104,1120,63,1.0,D,prof3
20240059,1861,73,3.5,B+,prof3
20190014,1629,86,3.5,B+,prof3
20170075,1153,89,3.5,B+,prof1
20230074,1046,79,4.0,A,prof1
20240028,1894,70,3.0,B,prof2
20240082,1509,67,2.5,C+,prof1
20190124,1686,79,2.5,C+,prof1
20230074,1202,82,3.5,B+,prof4
20240077,1044,97,4.5,A+,prof2
20210045,2017,75,3.0,B,prof2
20210111,1951,86,4.5,A+,prof3
20220113,1752,88,4.0,A,prof3
20200064,1772,92,4.5,A+,prof5
20230148,1310,72,3.0,B,prof3
20230138,1811,69,3.0,B,prof2
20240077,1239,57,1.0,D,prof1
20200035,1256,74,4.0,A,prof5
20230029,1349,65,3.0,B,prof5
20240031,1095,70,2.5,C+,prof1
20240037,1958,77,3.5,B+,prof4
20190091,1201,87,4.0,A,prof3
20190091,1473,61,2.5,C+,prof2
20240143,1623,95,4.5,A+,prof2
20220147,1847,64,3.0,B,prof1
20230139,1393,88,4.5,A+,prof2
20220102,1477,81,3.5,B+,prof2
20210018,1951,87,2.5,C+,prof3
20190146,1436,73,4.0,A,prof2
20210087,2022,97,3.5,B+,prof3
20200033,2022,87,4.5,A+,prof3
20220119,1888,54,1.5,D+,prof2
20210097,1737,70,3.0,B,prof2
20230144,1592,78,4.5,A+,prof2
20220070,1744,81,4.5,A+,prof3
20210051,1958,73,3.0,B,prof4
20210087,1712,56,1.5,D+,prof4
20230055,1922,72,4.0,A,prof2
20200140,1671,86,4.0,A,prof1
20190078,1720,85,4.5,A+,prof4
20240077,1685,77,3.0,B,prof3
20210085,1035,91,4.0,A,prof2
20240002,1815,84,3.5,B+,prof2
20230016,1048,86,4.5,A+,prof3
20210085,1916,67,2.5,C+,prof2
20230108,1128,85,3.5,B+,prof3
20240065,1862,98,4.5,A+,prof1
20190124,2011,80,3.5,B+,prof2
20220145,1719,84,4.0,A,prof3
20180110,1681,86,4.0,A,prof2
20210038,1396,71,3.0,B,prof2
20230106,1814,98,4.0,A,prof3
20190093,1269,60,1.0,D,prof4
20190124,1894,82,4.0,A,prof2
20240112,1624,64,1.5,D+,prof3
20220142,1174,82,2.5,C+,prof2
20220145,1204,88,4.0,A,prof4
20240084,1957,58,2.0,C,prof3
20240059,1237,83,3.5,B+,prof1
20210104,1674,76,3.5,B+,prof1
20240112,1815,87,4.5,A+,prof2
20240084,2024,81,4.0,A,prof3
20240021,1925,78,3.5,B+,prof1
20180001,1876,86,4.0,A,prof2
20240136,1397,75,3.0,B,prof3
20240126,1047,65,2.5,C+,prof2
20210018,1090,74,4.5,A+,prof2
20240112,1749,73,3.0,B,prof2
20230023,1638,79,4.0,A,prof3
20230013,1989,71,3.0,B,prof4
20240040,1718,68,2.0,C,prof4
20180149,1239,79,3.5,B+,prof1
20210038,1468,83,3.5,B+,prof3
20240019,1125,83,4.5,A+,prof2
20190060,1296,69,1.0,D,prof4
20200026,1857,69,3.0,B,prof2
20230052,1750,74,2.0,C,prof3
20210045,1237,88,3.5,B+,prof1
20230003,1175,86,3.5,B+,prof1
20240067,1176,76,2.5,C+,prof2
20240034,1125,86,4.5,A+,prof2
20240019,1784,74,4.0,A,prof5
20200036,1519,80,4.0,A,prof3
20240090,1509,75,2.0,C,prof1
20190014,1716,91,3.5,B+,prof4
20230106,1953,72,2.0,C,prof3
20240117,1622,62,1.5,D+,prof3
20200116,1578,76,3.0,B,prof2
20220062,1472,84,4.0,A,prof3
20220015,1712,82,4.5,A+,prof4
20190014,1664,88,4.0,A,prof3
20220050,1776,65,2.0,C,prof5
20210017,1619,82,3.5,B+,prof2
20240083,1639,87,4.0,A,prof3
20230144,1314,64,2.5,C+,prof4
20210135,1527,70,2.0,C,prof3
20240059,1144,83,4.0,A,prof3
20200080,1548,87,4.0,A,prof3
20200035,1173,87,4.0,A,prof1
20240059,1992,82,3.5,B+,prof5
20240117,1095,74,3.0,B,prof1
20200127,1956,76,4.5,A+,prof4
20210081,1527,80,3.5,B+,prof3
20210135,1815,72,3.0,B,prof2
20240122,1992,59,3.0,B,prof5
20210038,1266,81,4.0,A,prof5
20230042,1557,80,3.5,B+,prof2
20180114,1853,64,3.0,B,prof1
20210038,1919,75,2.5,C+,prof1
20210111,2013,88,4.5,A+,prof2
20240059,1928,68,3.0,B,prof2
20200109,1166,83,3.5,B+,prof2
20240090,1527,80,3.5,B+,prof3
20210087,1889,72,3.0,B,prof1
20210018,1522,68,3.0,B,prof3
20240083,1528,66,2.0,C,prof3
20230121,1892,75,4.5,A+,prof2
20180149,1916,86,4.0,A,prof2
20210085,1061,83,3.5,B+,prof4
20220113,1784,91,4.0,A,prof5
20240125,1527,70,3.0,B,prof3
20210135,1841,86,4.5,A+,prof1
20200036,1583,79,3.0,B,prof1
20220089,1441,84,3.5,B+,prof1
20180105,1844,72,3.0,B,prof1
20200064,1683,63,2.0,C,prof1
20230029,1853,73,3.0,B,prof1
20240092,1718,73,2.5,C+,prof4
20240019,1960,73,3.0,B,prof4
20230139,1511,69,3.0,B,prof1
20190039,1684,72,3.0,B,prof2
20240002,1718,86,4.5,A+,prof4
20240021,1718,95,4.0,A,prof4
20200048,1988,86,4.5,A+,prof5
