ID,Name,Credit,Type,Year,Term,ProfessorID
1419,History and Philosophy of Physics,3,Elective,2017,SECOND_TERM,prof1
1420,History and Philosophy of Physics,3,Elective,2017,SECOND_TERM,prof2
1421,History and Philosophy of Physics,3,Elective,2018,FIRST_TERM,prof1
1422,History and Philosophy of Physics,3,Elective,2018,FIRST_TERM,prof2
1423,History and Philosophy of Physics,3,Elective,2018,SECOND_TERM,prof1
1424,History and Philosophy of Physics,3,Elective,2018,SECOND_TERM,prof2
1425,History and Philosophy of Physics,3,Elective,2019,FIRST_TERM,prof1
1426,History and Philosophy of Physics,3,Elective,2019,FIRST_TERM,prof2
1427,History and Philosophy of Physics,3,Elective,2019,SECOND_TERM,prof1
1428,History and Philosophy of Physics,3,Elective,2019,SECOND_TERM,prof2
1429,History and Philosophy of Physics,3,Elective,2020,FIRST_TERM,prof1
1430,History and Philosophy of Physics,3,Elective,2020,FIRST_TERM,prof2
1431,History and Philosophy of Physics,3,Elective,2020,SECOND_TERM,prof1
1432,History and Philosophy of Physics,3,Elective,2020,SECOND_TERM,prof2
1433,History and Philosophy of Physics,3,Elective,2021,FIRST_TERM,prof1
1434,History and Philosophy of Physics,3,Elective,2021,FIRST_TERM,prof2
1435,History and Philosophy of Physics,3,Elective,2021,SECOND_TERM,prof1
1436,History and Philosophy of Physics,3,Elective,2021,SECOND_TERM,prof2
1437,History and Philosophy of Physics,3,Elective,2022,FIRST_TERM,prof1
1438,History and Philosophy of Physics,3,Elective,2022,FIRST_TERM,prof2
1439,History and Philosophy of Physics,3,Elective,2022,SECOND_TERM,prof1
1440,History and Philosophy of Physics,3,Elective,2022,SECOND_TERM,prof2
1441,History and Philosophy of Physics,3,Elective,2023,FIRST_TERM,prof1
1442,History and Philosophy of Physics,3,Elective,2023,FIRST_TERM,prof2
1443,History and Philosophy of Physics,3,Elective,2023,SECOND_TERM,prof1
1444,History and Philosophy of Physics,3,Elective,2023,SECOND_TERM,prof2
1445,History and Philosophy of Physics,3,Elective,2024,FIRST_TERM,prof1
1446,History and Philosophy of Physics,3,Elective,2024,FIRST_TERM,prof2
1447,History and Philosophy of Physics,3,Elective,2024,SECOND_TERM,prof1
1448,History and Philosophy of Physics,3,Elective,2024,SECOND_TERM,prof2
1449,General Dynamics (1),3,Elective,2017,FIRST_TERM,prof2
1450,General Dynamics (1),3,Elective,2017,FIRST_TERM,prof3
1451,General Dynamics (1),3,Elective,2017,SECOND_TERM,prof2
1452,General Dynamics (1),3,Elective,2017,SECOND_TERM,prof3
1453,General Dynamics (1),3,Elective,2018,FIRST_TERM,prof2
1454,General Dynamics (1),3,Elective,2018,FIRST_TERM,prof3
1455,General Dynamics (1),3,Elective,2018,SECOND_TERM,prof2
1456,General Dynamics (1),3,Elective,2018,SECOND_TERM,prof3
1457,General Dynamics (1),3,Elective,2019,FIRST_TERM,prof2
1458,General Dynamics (1),3,Elective,2019,FIRST_TERM,prof3
1459,General Dynamics (1),3,Elective,2019,SECOND_TERM,prof2
1460,General Dynamics (1),3,Elective,2019,SECOND_TERM,prof3
1461,General Dynamics (1),3,Elective,2020,FIRST_TERM,prof2
1462,General Dynamics (1),3,Elective,2020,FIRST_TERM,prof3
1463,General Dynamics (1),3,Elective,2020,SECOND_TERM,prof2
1464,General Dynamics (1),3,Elective,2020,SECOND_TERM,prof3
1465,General Dynamics (1),3,Elective,2021,FIRST_TERM,prof2
1466,General Dynamics (1),3,Elective,2021,FIRST_TERM,prof3
1467,General Dynamics (1),3,Elective,2021,SECOND_TERM,prof2
1468,General Dynamics (1),3,Elective,2021,SECOND_TERM,prof3
1469,General Dynamics (1),3,Elective,2022,FIRST_TERM,prof2
1470,General Dynamics (1),3,Elective,2022,FIRST_TERM,prof3
1471,General Dynamics (1),3,Elective,2022,SECOND_TERM,prof2
1472,General Dynamics (1),3,Elective,2022,SECOND_TERM,prof3
1473,General Dynamics (1),3,Elective,2023,FIRST_TERM,prof2
1474,General Dynamics (1),3,Elective,2023,FIRST_TERM,prof3
1475,General Dynamics (1),3,Elective,2023,SECOND_TERM,prof2
1476,General Dynamics (1),3,Elective,2023,SECOND_TERM,prof3
1477,General Dynamics (1),3,Elective,2024,FIRST_TERM,prof2
1478,General Dynamics (1),3,Elective,2024,FIRST_TERM,prof3
1479,General Dynamics (1),3,Elective,2024,SECOND_TERM,prof2
1480,General Dynamics (1),3,Elective,2024,SECOND_TERM,prof3
1481,Electromagnetism (1),3,Elective,2017,FIRST_TERM,prof1
1482,Electromagnetism (1),3,Elective,2017,FIRST_TERM,prof2
1483,Electromagnetism (1),3,Elective,2017,SECOND_TERM,prof1
1484,Electromagnetism (1),3,Elective,2017,SECOND_TERM,prof2
1485,Electromagnetism (1),3,Elective,2018,FIRST_TERM,prof1
1486,Electromagnetism (1),3,Elective,2018,FIRST_TERM,prof2
1487,Electromagnetism (1),3,Elective,2018,SECOND_TERM,prof1
1488,Electromagnetism (1),3,Elective,2018,SECOND_TERM,prof2
1489,Electromagnetism (1),3,Elective,2019,FIRST_TERM,prof1
1490,Electromagnetism (1),3,Elective,2019,FIRST_TERM,prof2
1491,Electromagnetism (1),3,Elective,2019,SECOND_TERM,prof1
1492,Electromagnetism (1),3,Elective,2019,SECOND_TERM,prof2
1493,Electromagnetism (1),3,Elective,2020,FIRST_TERM,prof1
1494,Electromagnetism (1),3,Elective,2020,FIRST_TERM,prof2
1495,Electromagnetism (1),3,Elective,2020,SECOND_TERM,prof1
1496,Electromagnetism (1),3,Elective,2020,SECOND_TERM,prof2
1497,Electromagnetism (1),3,Elective,2021,FIRST_TERM,prof1
1498,Electromagnetism (1),3,Elective,2021,FIRST_TERM,prof2
1499,Electromagnetism (1),3,Elective,2021,SECOND_TERM,prof1
1500,Electromagnetism (1),3,Elective,2021,SECOND_TERM,prof2
1501,Electromagnetism (1),3,Elective,2022,FIRST_TERM,prof1
1502,Electromagnetism (1),3,Elective,2022,FIRST_TERM,prof2
1503,Electromagnetism (1),3,Elective,2022,SECOND_TERM,prof1
1504,Electromagnetism (1),3,Elective,2022,SECOND_TERM,prof2
1505,Electromagnetism (1),3,Elective,2023,FIRST_TERM,prof1
1506,Electromagnetism (1),3,Elective,2023,FIRST_TERM,prof2
1507,Electromagnetism (1),3,Elective,2023,SECOND_TERM,prof1
1508,Electromagnetism (1),3,Elective,2023,SECOND_TERM,prof2
1509,Electromagnetism (1),3,Elective,2024,FIRST_TERM,prof1
1510,Electromagnetism (1),3,Elective,2024,FIRST_TERM,prof2
1511,Electromagnetism (1),3,Elective,2024,SECOND_TERM,prof1
1512,Electromagnetism (1),3,Elective,2024,SECOND_TERM,prof2
1513,Physics Lab (2),2,Elective,2017,FIRST_TERM,prof3
1514,Physics Lab (2),2,Elective,2017,SECOND_TERM,prof3
1515,Physics Lab (2),2,Elective,2018,FIRST_TERM,prof3
1516,Physics Lab (2),2,Elective,2018,SECOND_TERM,prof3
1517,Physics Lab (2),2,Elective,2019,FIRST_TERM,prof3
1518,Physics Lab (2),2,Elective,2019,SECOND_TERM,prof3
1519,Physics Lab (2),2,Elective,2020,FIRST_TERM,prof3
1520,Physics Lab (2),2,Elective,2020,SECOND_TERM,prof3
1521,Physics Lab (2),2,Elective,2021,FIRST_TERM,prof3
1522,Physics Lab (2),2,Elective,2021,SECOND_TERM,prof3
1523,Physics Lab (2),2,Elective,2022,FIRST_TERM,prof3
1524,Physics Lab (2),2,Elective,2022,SECOND_TERM,prof3
1525,Physics Lab (2),2,Elective,2023,FIRST_TERM,prof3
1526,Physics Lab (2),2,Elective,2023,SECOND_TERM,prof3
1527,Physics Lab (2),2,Elective,2024,FIRST_TERM,prof3
1528,Physics Lab (2),2,Elective,2024,SECOND_TERM,prof3
1529,Mathematical Physics (2),3,Elective,2017,FIRST_TERM,prof2
1530,Mathematical Physics (2),3,Elective,2017,FIRST_TERM,prof3
1531,Mathematical Physics (2),3,Elective,2017,SECOND_TERM,prof2
1532,Mathematical Physics (2),3,Elective,2017,SECOND_TERM,prof3
1533,Mathematical Physics (2),3,Elective,2018,FIRST_TERM,prof2
1534,Mathematical Physics (2),3,Elective,2018,FIRST_TERM,prof3
1535,Mathematical Physics (2),3,Elective,2018,SECOND_TERM,prof2
1536,Mathematical Physics (2),3,Elective,2018,SECOND_TERM,prof3
1537,Mathematical Physics (2),3,Elective,2019,FIRST_TERM,prof2
1538,Mathematical Physics (2),3,Elective,2019,FIRST_TERM,prof3
1539,Mathematical Physics (2),3,Elective,2019,SECOND_TERM,prof2
1540,Mathematical Physics (2),3,Elective,2019,SECOND_TERM,prof3
1541,Mathematical Physics (2),3,Elective,2020,FIRST_TERM,prof2
1542,Mathematical Physics (2),3,Elective,2020,FIRST_TERM,prof3
1543,Mathematical Physics (2),3,Elective,2020,SECOND_TERM,prof2
1544,Mathematical Physics (2),3,Elective,2020,SECOND_TERM,prof3
1545,Mathematical Physics (2),3,Elective,2021,FIRST_TERM,prof2
1546,Mathematical Physics (2),3,Elective,2021,FIRST_TERM,prof3
1547,Mathematical Physics (2),3,Elective,2021,SECOND_TERM,prof2
1548,Mathematical Physics (2),3,Elective,2021,SECOND_TERM,prof3
1549,Mathematical Physics (2),3,Elective,2022,FIRST_TERM,prof2
1550,Mathematical Physics (2),3,Elective,2022,FIRST_TERM,prof3
1551,Mathematical Physics (2),3,Elective,2022,SECOND_TERM,prof2
1552,Mathematical Physics (2),3,Elective,2022,SECOND_TERM,prof3
1553,Mathematical Physics (2),3,Elective,2023,FIRST_TERM,prof2
1554,Mathematical Physics (2),3,Elective,2023,FIRST_TERM,prof3
1555,Mathematical Physics (2),3,Elective,2023,SECOND_TERM,prof2
1556,Mathematical Physics (2),3,Elective,2023,SECOND_TERM,prof3
1557,Mathematical Physics (2),3,Elective,2024,FIRST_TERM,prof2
1558,Mathematical Physics (2),3,Elective,2024,FIRST_TERM,prof3
1559,Mathematical Physics (2),3,Elective,2024,SECOND_TERM,prof2
1560,Mathematical Physics (2),3,Elective,2024,SECOND_TERM,prof3
1561,Modern Physics,3,Elective,2017,FIRST_TERM,prof1
1562,Modern Physics,3,Elective,2017,FIRST_TERM,prof2
1563,Modern Physics,3,Elective,2017,SECOND_TERM,prof1
1564,Modern Physics,3,Elective,2017,SECOND_TERM,prof2
1565,Modern Physics,3,Elective,2018,FIRST_TERM,prof1
1566,Modern Physics,3,Elective,2018,FIRST_TERM,prof2
1567,Modern Physics,3,Elective,2018,SECOND_TERM,prof1
1568,Modern Physics,3,Elective,2018,SECOND_TERM,prof2
1569,Modern Physics,3,Elective,2019,FIRST_TERM,prof1
1570,Modern Physics,3,Elective,2019,FIRST_TERM,prof2
1571,Modern Physics,3,Elective,2019,SECOND_TERM,prof1
1572,Modern Physics,3,Elective,2019,SECOND_TERM,prof2
1573,Modern Physics,3,Elective,2020,FIRST_TERM,prof1
1574,Modern Physics,3,Elective,2020,FIRST_TERM,prof2
1575,Modern Physics,3,Elective,2020,SECOND_TERM,prof1
1576,Modern Physics,3,Elective,2020,SECOND_TERM,prof2
1577,Modern Physics,3,Elective,2021,FIRST_TERM,prof1
1578,Modern Physics,3,Elective,2021,FIRST_TERM,prof2
1579,Modern Physics,3,Elective,2021,SECOND_TERM,prof1
1580,Modern Physics,3,Elective,2021,SECOND_TERM,prof2
1581,Modern Physics,3,Elective,2022,FIRST_TERM,prof1
1582,Modern Physics,3,Elective,2022,FIRST_TERM,prof2
1583,Modern Physics,3,Elective,2022,SECOND_TERM,prof1
1584,Modern Physics,3,Elective,2022,SECOND_TERM,prof2
1585,Modern Physics,3,Elective,2023,FIRST_TERM,prof1
1586,Modern Physics,3,Elective,2023,FIRST_TERM,prof2
1587,Modern Physics,3,Elective,2023,SECOND_TERM,prof1
1588,Modern Physics,3,Elective,2023,SECOND_TERM,prof2
1589,Modern Physics,3,Elective,2024,FIRST_TERM,prof1
1590,Modern Physics,3,Elective,2024,FIRST_TERM,prof2
1591,Modern Physics,3,Elective,2024,SECOND_TERM,prof1
1592,Modern Physics,3,Elective,2024,SECOND_TERM,prof2
1593,Optics,3,Elective,2017,FIRST_TERM,prof2
1594,Optics,3,Elective,2017,FIRST_TERM,prof3
1595,Optics,3,Elective,2017,SECOND_TERM,prof2
1596,Optics,3,Elective,2017,SECOND_TERM,prof3
1597,Optics,3,Elective,2018,FIRST_TERM,prof2
1598,Optics,3,Elective,2018,FIRST_TERM,prof3
1599,Optics,3,Elective,2018,SECOND_TERM,prof2
1600,Optics,3,Elective,2018,SECOND_TERM,prof3
1601,Optics,3,Elective,2019,FIRST_TERM,prof2
1602,Optics,3,Elective,2019,FIRST_TERM,prof3
1603,Optics,3,Elective,2019,SECOND_TERM,prof2
1604,Optics,3,Elective,2019,SECOND_TERM,prof3
1605,Optics,3,Elective,2020,FIRST_TERM,prof2
1606,Optics,3,Elective,2020,FIRST_TERM,prof3
1607,Optics,3,Elective,2020,SECOND_TERM,prof2
1608,Optics,3,Elective,2020,SECOND_TERM,prof3
1609,Optics,3,Elective,2021,FIRST_TERM,prof2
1610,Optics,3,Elective,2021,FIRST_TERM,prof3
1611,Optics,3,Elective,2021,SECOND_TERM,prof2
1612,Optics,3,Elective,2021,SECOND_TERM,prof3
1613,Optics,3,Elective,2022,FIRST_TERM,prof2
1614,Optics,3,Elective,2022,FIRST_TERM,prof3
1615,Optics,3,Elective,2022,SECOND_TERM,prof2
1616,Optics,3,Elective,2022,SECOND_TERM,prof3
1617,Optics,3,Elective,2023,FIRST_TERM,prof2
1618,Optics,3,Elective,2023,FIRST_TERM,prof3
1619,Optics,3,Elective,2023,SECOND_TERM,prof2
1620,Optics,3,Elective,2023,SECOND_TERM,prof3
1621,Optics,3,Elective,2024,FIRST_TERM,prof2
1622,Optics,3,Elective,2024,FIRST_TERM,prof3
1623,Optics,3,Elective,2024,SECOND_TERM,prof2
1624,Optics,3,Elective,2024,SECOND_TERM,prof3
1625,Physics Lab (3),2,Elective,2017,FIRST_TERM,prof3
1626,Physics Lab (3),2,Elective,2017,SECOND_TERM,prof3
1627,Physics Lab (3),2,Elective,2018,FIRST_TERM,prof3
1628,Physics Lab (3),2,Elective,2018,SECOND_TERM,prof3
1629,Physics Lab (3),2,Elective,2019,FIRST_TERM,prof3
1630,Physics Lab (3),2,Elective,2019,SECOND_TERM,prof3
1631,Physics Lab (3),2,Elective,2020,FIRST_TERM,prof3
1632,Physics Lab (3),2,Elective,2020,SECOND_TERM,prof3
1633,Physics Lab (3),2,Elective,2021,FIRST_TERM,prof3
1634,Physics Lab (3),2,Elective,2021,SECOND_TERM,prof3
1635,Physics Lab (3),2,Elective,2022,FIRST_TERM,prof3
1636,Physics Lab (3),2,Elective,2022,SECOND_TERM,prof3
1637,Physics Lab (3),2,Elective,2023,FIRST_TERM,prof3
1638,Physics Lab (3),2,Elective,2023,SECOND_TERM,prof3
1639,Physics Lab (3),2,Elective,2024,FIRST_TERM,prof3
1640,Physics Lab (3),2,Elective,2024,SECOND_TERM,prof3
1641,Quantum Mechanics (1),3,Elective,2017,FIRST_TERM,prof1
1642,Quantum Mechanics (1),3,Elective,2017,FIRST_TERM,prof2
1643,Quantum Mechanics (1),3,Elective,2017,FIRST_TERM,prof3
1644,Quantum Mechanics (1),3,Elective,2017,SECOND_TERM,prof1
1645,Quantum Mechanics (1),3,Elective,2017,SECOND_TERM,prof2
1646,Quantum Mechanics (1),3,Elective,2017,SECOND_TERM,prof3
1647,Quantum Mechanics (1),3,Elective,2018,FIRST_TERM,prof1
1648,Quantum Mechanics (1),3,Elective,2018,FIRST_TERM,prof2
1649,Quantum Mechanics (1),3,Elective,2018,FIRST_TERM,prof3
1650,Quantum Mechanics (1),3,Elective,2018,SECOND_TERM,prof1
1651,Quantum Mechanics (1),3,Elective,2018,SECOND_TERM,prof2
1652,Quantum Mechanics (1),3,Elective,2018,SECOND_TERM,prof3
1653,Quantum Mechanics (1),3,Elective,2019,FIRST_TERM,prof1
1654,Quantum Mechanics (1),3,Elective,2019,FIRST_TERM,prof2
1655,Quantum Mechanics (1),3,Elective,2019,FIRST_TERM,prof3
1656,Quantum Mechanics (1),3,Elective,2019,SECOND_TERM,prof1
1657,Quantum Mechanics (1),3,Elective,2019,SECOND_TERM,prof2
1658,Quantum Mechanics (1),3,Elective,2019,SECOND_TERM,prof3
1659,Quantum Mechanics (1),3,Elective,2020,FIRST_TERM,prof1
1660,Quantum Mechanics (1),3,Elective,2020,FIRST_TERM,prof2
1661,Quantum Mechanics (1),3,Elective,2020,FIRST_TERM,prof3
1662,Quantum Mechanics (1),3,Elective,2020,SECOND_TERM,prof1
1663,Quantum Mechanics (1),3,Elective,2020,SECOND_TERM,prof2
1664,Quantum Mechanics (1),3,Elective,2020,SECOND_TERM,prof3
1665,Quantum Mechanics (1),3,Elective,2021,FIRST_TERM,prof1
1666,Quantum Mechanics (1),3,Elective,2021,FIRST_TERM,prof2
1667,Quantum Mechanics (1),3,Elective,2021,FIRST_TERM,prof3
1668,Quantum Mechanics (1),3,Elective,2021,SECOND_TERM,prof1
1669,Quantum Mechanics (1),3,Elective,2021,SECOND_TERM,prof2
1670,Quantum Mechanics (1),3,Elective,2021,SECOND_TERM,prof3
1671,Quantum Mechanics (1),3,Elective,2022,FIRST_TERM,prof1
1672,Quantum Mechanics (1),3,Elective,2022,FIRST_TERM,prof2
1673,Quantum Mechanics (1),3,Elective,2022,FIRST_TERM,prof3
1674,Quantum Mechanics (1),3,Elective,2022,SECOND_TERM,prof1
1675,Quantum Mechanics (1),3,Elective,2022,SECOND_TERM,prof2
1676,Quantum Mechanics (1),3,Elective,2022,SECOND_TERM,prof3
1677,Quantum Mechanics (1),3,Elective,2023,FIRST_TERM,prof1
1678,Quantum Mechanics (1),3,Elective,2023,FIRST_TERM,prof2
1679,Quantum Mechanics (1),3,Elective,2023,FIRST_TERM,prof3
1680,Quantum Mechanics (1),3,Elective,2023,SECOND_TERM,prof1
1681,Quantum Mechanics (1),3,Elective,2023,SECOND_TERM,prof2
1682,Quantum Mechanics (1),3,Elective,2023,SECOND_TERM,prof3
1683,Quantum Mechanics (1),3,Elective,2024,FIRST_TERM,prof1
1684,Quantum Mechanics (1),3,Elective,2024,FIRST_TERM,prof2
1685,Quantum Mechanics (1),3,Elective,2024,FIRST_TERM,prof3
1686,Quantum Mechanics (1),3,Elective,2024,SECOND_TERM,prof1
1687,Quantum Mechanics (1),3,Elective,2024,SECOND_TERM,prof2
1688,Quantum Mechanics (1),3,Elective,2024,SECOND_TERM,prof3
1689,Computational Physics,3,Elective,2017,FIRST_TERM,prof3
1690,Computational Physics,3,Elective,2017,FIRST_TERM,prof4
1691,Computational Physics,3,Elective,2017,SECOND_TERM,prof3
1692,Computational Physics,3,Elective,2017,SECOND_TERM,prof4
1693,Computational Physics,3,Elective,2018,FIRST_TERM,prof3
1694,Computational Physics,3,Elective,2018,FIRST_TERM,prof4
1695,Computational Physics,3,Elective,2018,SECOND_TERM,prof3
1696,Computational Physics,3,Elective,2018,SECOND_TERM,prof4
1697,Computational Physics,3,Elective,2019,FIRST_TERM,prof3
1698,Computational Physics,3,Elective,2019,FIRST_TERM,prof4
1699,Computational Physics,3,Elective,2019,SECOND_TERM,prof3
1700,Computational Physics,3,Elective,2019,SECOND_TERM,prof4
1701,Computational Physics,3,Elective,2020,FIRST_TERM,prof3
1702,Computational Physics,3,Elective,2020,FIRST_TERM,prof4
1703,Computational Physics,3,Elective,2020,SECOND_TERM,prof3
1704,Computational Physics,3,Elective,2020,SECOND_TERM,prof4
1705,Computational Physics,3,Elective,2021,FIRST_TERM,prof3
1706,Computational Physics,3,Elective,2021,FIRST_TERM,prof4
1707,Computational Physics,3,Elective,2021,SECOND_TERM,prof3
1708,Computational Physics,3,Elective,2021,SECOND_TERM,prof4
1709,Computational Physics,3,Elective,2022,FIRST_TERM,prof3
1710,Computational Physics,3,Elective,2022,FIRST_TERM,prof4
1711,Computational Physics,3,Elective,2022,SECOND_TERM,prof3
1712,Computational Physics,3,Elective,2022,SECOND_TERM,prof4
1713,Computational Physics,3,Elective,2023,FIRST_TERM,prof3
1714,Computational Physics,3,Elective,2023,FIRST_TERM,prof4
1715,Computational Physics,3,Elective,2023,SECOND_TERM,prof3
1716,Computational Physics,3,Elective,2023,SECOND_TERM,prof4
1717,Computational Physics,3,Elective,2024,FIRST_TERM,prof3
1718,Computational Physics,3,Elective,2024,FIRST_TERM,prof4
1719,Computational Physics,3,Elective,2024,SECOND_TERM,prof3
1720,Computational Physics,3,Elective,2024,SECOND_TERM,prof4
1721,Semiconductor Physics,3,Elective,2017,FIRST_TERM,prof2
1722,Semiconductor Physics,3,Elective,2017,FIRST_TERM,prof3
1723,Semiconductor Physics,3,Elective,2017,SECOND_TERM,prof2
1724,Semiconductor Physics,3,Elective,2017,SECOND_TERM,prof3
1725,Semiconductor Physics,3,Elective,2018,FIRST_TERM,prof2
1726,Semiconductor Physics,3,Elective,2018,FIRST_TERM,prof3
1727,Semiconductor Physics,3,Elective,2018,SECOND_TERM,prof2
1728,Semiconductor Physics,3,Elective,2018,SECOND_TERM,prof3
1729,Semiconductor Physics,3,Elective,2019,FIRST_TERM,prof2
1730,Semiconductor Physics,3,Elective,2019,FIRST_TERM,prof3
1731,Semiconductor Physics,3,Elective,2019,SECOND_TERM,prof2
1732,Semiconductor Physics,3,Elective,2019,SECOND_TERM,prof3
1733,Semiconductor Physics,3,Elective,2020,FIRST_TERM,prof2
1734,Semiconductor Physics,3,Elective,2020,FIRST_TERM,prof3
1735,Semiconductor Physics,3,Elective,2020,SECOND_TERM,prof2
1736,Semiconductor Physics,3,Elective,2020,SECOND_TERM,prof3
1737,Semiconductor Physics,3,Elective,2021,FIRST_TERM,prof2
1738,Semiconductor Physics,3,Elective,2021,FIRST_TERM,prof3
1739,Semiconductor Physics,3,Elective,2021,SECOND_TERM,prof2
1740,Semiconductor Physics,3,Elective,2021,SECOND_TERM,prof3
1741,Semiconductor Physics,3,Elective,2022,FIRST_TERM,prof2
1742,Semiconductor Physics,3,Elective,2022,FIRST_TERM,prof3
1743,Semiconductor Physics,3,Elective,2022,SECOND_TERM,prof2
1744,Semiconductor Physics,3,Elective,2022,SECOND_TERM,prof3
1745,Semiconductor Physics,3,Elective,2023,FIRST_TERM,prof2
1746,Semiconductor Physics,3,Elective,2023,FIRST_TERM,prof3
1747,Semiconductor Physics,3,Elective,2023,SECOND_TERM,prof2
1748,Semiconductor Physics,3,Elective,2023,SECOND_TERM,prof3
1749,Semiconductor Physics,3,Elective,2024,FIRST_TERM,prof2
1750,Semiconductor Physics,3,Elective,2024,FIRST_TERM,prof3
1751,Semiconductor Physics,3,Elective,2024,SECOND_TERM,prof2
1752,Semiconductor Physics,3,Elective,2024,SECOND_TERM,prof3
1753,Biophysics,3,Elective,2017,FIRST_TERM,prof4
1754,Biophysics,3,Elective,2017,FIRST_TERM,prof5
1755,Biophysics,3,Elective,2017,SECOND_TERM,prof4
1756,Biophysics,3,Elective,2017,SECOND_TERM,prof5
1757,Biophysics,3,Elective,2018,FIRST_TERM,prof4
1758,Biophysics,3,Elective,2018,FIRST_TERM,prof5
1759,Biophysics,3,Elective,2018,SECOND_TERM,prof4
1760,Biophysics,3,Elective,2018,SECOND_TERM,prof5
1761,Biophysics,3,Elective,2019,FIRST_TERM,prof4
1762,Biophysics,3,Elective,2019,FIRST_TERM,prof5
1763,Biophysics,3,Elective,2019,SECOND_TERM,prof4
1764,Biophysics,3,Elective,2019,SECOND_TERM,prof5
1765,Biophysics,3,Elective,2020,FIRST_TERM,prof4
1766,Biophysics,3,Elective,2020,FIRST_TERM,prof5
1767,Biophysics,3,Elective,2020,SECOND_TERM,prof4
1768,Biophysics,3,Elective,2020,SECOND_TERM,prof5
1769,Biophysics,3,Elective,2021,FIRST_TERM,prof4
1770,Biophysics,3,Elective,2021,FIRST_TERM,prof5
1771,Biophysics,3,Elective,2021,SECOND_TERM,prof4
1772,Biophysics,3,Elective,2021,SECOND_TERM,prof5
1773,Biophysics,3,Elective,2022,FIRST_TERM,prof4
1774,Biophysics,3,Elective,2022,FIRST_TERM,prof5
1775,Biophysics,3,Elective,2022,SECOND_TERM,prof4
1776,Biophysics,3,Elective,2022,SECOND_TERM,prof5
1777,Biophysics,3,Elective,2023,FIRST_TERM,prof4
1778,Biophysics,3,Elective,2023,FIRST_TERM,prof5
1779,Biophysics,3,Elective,2023,SECOND_TERM,prof4
1780,Biophysics,3,Elective,2023,SECOND_TERM,prof5
1781,Biophysics,3,Elective,2024,FIRST_TERM,prof4
1782,Biophysics,3,Elective,2024,FIRST_TERM,prof5
1783,Biophysics,3,Elective,2024,SECOND_TERM,prof4
1784,Biophysics,3,Elective,2024,SECOND_TERM,prof5
1785,Statistical Mechanics,3,Elective,2017,FIRST_TERM,prof2
1786,Statistical Mechanics,3,Elective,2017,FIRST_TERM,prof3
1787,Statistical Mechanics,3,Elective,2017,SECOND_TERM,prof2
1788,Statistical Mechanics,3,Elective,2017,SECOND_TERM,prof3
1789,Statistical Mechanics,3,Elective,2018,FIRST_TERM,prof2
1790,Statistical Mechanics,3,Elective,2018,FIRST_TERM,prof3
1791,Statistical Mechanics,3,Elective,2018,SECOND_TERM,prof2
1792,Statistical Mechanics,3,Elective,2018,SECOND_TERM,prof3
1793,Statistical Mechanics,3,Elective,2019,FIRST_TERM,prof2
1794,Statistical Mechanics,3,Elective,2019,FIRST_TERM,prof3
1795,Statistical Mechanics,3,Elective,2019,SECOND_TERM,prof2
1796,Statistical Mechanics,3,Elective,2019,SECOND_TERM,prof3
1797,Statistical Mechanics,3,Elective,2020,FIRST_TERM,prof2
1798,Statistical Mechanics,3,Elective,2020,FIRST_TERM,prof3
1799,Statistical Mechanics,3,Elective,2020,SECOND_TERM,prof2
1800,Statistical Mechanics,3,Elective,2020,SECOND_TERM,prof3
1801,Statistical Mechanics,3,Elective,2021,FIRST_TERM,prof2
1802,Statistical Mechanics,3,Elective,2021,FIRST_TERM,prof3
1803,Statistical Mechanics,3,Elective,2021,SECOND_TERM,prof2
1804,Statistical Mechanics,3,Elective,2021,SECOND_TERM,prof3
1805,Statistical Mechanics,3,Elective,2022,FIRST_TERM,prof2
1806,Statistical Mechanics,3,Elective,2022,FIRST_TERM,prof3
1807,Statistical Mechanics,3,Elective,2022,SECOND_TERM,prof2
1808,Statistical Mechanics,3,Elective,2022,SECOND_TERM,prof3
1809,Statistical Mechanics,3,Elective,2023,FIRST_TERM,prof2
1810,Statistical Mechanics,3,Elective,2023,FIRST_TERM,prof3
1811,Statistical Mechanics,3,Elective,2023,SECOND_TERM,prof2
1812,Statistical Mechanics,3,Elective,2023,SECOND_TERM,prof3
1813,Statistical Mechanics,3,Elective,2024,FIRST_TERM,prof2
1814,Statistical Mechanics,3,Elective,2024,FIRST_TERM,prof3
1815,Statistical Mechanics,3,Elective,2024,SECOND_TERM,prof2
1816,Statistical Mechanics,3,Elective,2024,SECOND_TERM,prof3
1817,Solid State Physics,3,Elective,2017,FIRST_TERM,prof1
1818,Solid State Physics,3,Elective,2017,FIRST_TERM,prof2
1819,Solid State Physics,3,Elective,2017,FIRST_TERM,prof3
1820,Solid State Physics,3,Elective,2017,SECOND_TERM,prof1
1821,Solid State Physics,3,Elective,2017,SECOND_TERM,prof2
1822,Solid State Physics,3,Elective,2017,SECOND_TERM,prof3
1823,Solid State Physics,3,Elective,2018,FIRST_TERM,prof1
1824,Solid State Physics,3,Elective,2018,FIRST_TERM,prof2
1825,Solid State Physics,3,Elective,2018,FIRST_TERM,prof3
1826,Solid State Physics,3,Elective,2018,SECOND_TERM,prof1
1827,Solid State Physics,3,Elective,2018,SECOND_TERM,prof2
1828,Solid State Physics,3,Elective,2018,SECOND_TERM,prof3
1829,Solid State Physics,3,Elective,2019,FIRST_TERM,prof1
